           Latitude |            Longitude | Level | Code                       |     Center Latitude |     Center Longitude
-23.854725165401192 |  -51.585519455084551 |     2 | RP                         | -25.133615388098796 |  -45.000000000000000
-79.774312220551835 | -113.316362914973780 |     2 | SN                         | -78.170882941598961 | -135.000000000000000
-16.285754805508020 | +154.544910228977017 |     3 | TJ                         | -12.880496942116240 | +157.500000000000000
-66.037473248270828 | +160.308552052468656 |     3 | S4                         | -66.882199267955457 | +157.500000000000000
+60.941555500560355 |  -16.501537113281358 |     3 | Z8                         | +54.316951040536310 |  -22.500000000000000
-28.583073515958183 |  -96.212113459539538 |     3 | R3                         | -25.133615388098796 |  -90.000000000000000
+18.879225431695531 | -168.093147068817984 |     3 | WJ                         | +12.880496942116240 | -157.500000000000000
-79.893467502160703 |  -25.633539900634389 |     3 | VH                         | -80.558324106672544 |  -22.500000000000000
-71.239661361229864 |  -89.301244231406557 |     3 | R6                         | -71.480666868188223 |  -90.000000000000000
-45.990297799020446 |  -88.851170259773312 |     3 | R2                         | -46.024837980325273 |  -90.000000000000000
-60.851870206290798 | -175.666959756844449 |     3 | S8                         | -54.316951040536310 | -157.500000000000000
-63.420060731218129 |  +42.652893424589223 |     3 | VC                         | -71.480666868188223 |  +45.000000000000000
+78.221403170968358 | +176.524200561921816 |     3 | X3                         | +78.170882941598961 | -180.000000000000000
-15.000154094557871 | -121.336406623222075 |     3 | RE                         | -12.880496942116240 | -112.500000000000000
+22.886657199878570 |   -3.490075242454623 |     3 | Z7                         | +25.133615388098796 |   +0.000000000000000
+80.720754879106806 | -156.490485425359111 |     3 | XH                         | +80.558324106672544 | -157.500000000000000
+46.715245035171250 |  -76.176540960662194 |     3 | W2                         | +46.024837980325273 |  -90.000000000000000
-42.649095203852688 |  +58.501645751763334 |     3 | TC                         | -46.024837980325273 |  +45.000000000000000
-41.883044333240996 |  +59.709282321307569 |     3 | TC                         | -46.024837980325273 |  +45.000000000000000
 +2.854778631843246 |  -27.327964163094265 |     3 | WD                         | +12.880496942116240 |  -22.500000000000000
 +9.019928499034350 |  -76.661452828933292 |     3 | WE                         | +12.880496942116240 |  -67.500000000000000
+34.071379451811893 |  -30.651527039916942 |     3 | WB                         | +25.133615388098796 |  -45.000000000000000
-23.000904663740165 | +118.316489240065607 |     3 | TH                         | -12.880496942116240 | +112.500000000000000
+70.091877039816978 | -163.437368080573094 |     3 | X4                         | +66.882199267955457 | -157.500000000000000
-44.099141404228583 |  -54.533026982677228 |     3 | RG                         | -46.024837980325273 |  -45.000000000000000
+51.948966196490716 | +174.776913951587119 |     3 | X6                         | +46.024837980325273 | -180.000000000000000
+77.349803324283840 | +145.781404397973688 |     3 | XB                         | +78.170882941598961 | +135.000000000000000
-33.554972993341586 | +177.124047629210679 |     3 | S7                         | -25.133615388098796 | -180.000000000000000
-41.329381598650549 | -141.873784242396397 |     3 | RC                         | -46.024837980325273 | -135.000000000000000
+74.377825839675154 |  -95.968708031485335 |     3 | W6                         | +71.480666868188223 |  -90.000000000000000
+31.299410678246261 | -158.991710766988092 |     3 | WJ                         | +12.880496942116240 | -157.500000000000000
+38.051983232499609 | +137.419276440182273 |     3 | YC                         | +46.024837980325273 | +135.000000000000000
-37.533098914664720 |  -43.539517412125718 |     3 | RG                         | -46.024837980325273 |  -45.000000000000000
-20.732946999592549 |  +89.563772714447907 |     3 | T3                         | -25.133615388098796 |  +90.000000000000000
-43.244737413129329 | -118.132884342848513 |     3 | RC                         | -46.024837980325273 | -135.000000000000000
 -8.363577081178462 |  -70.391373344164975 |     3 | RH                         | -12.880496942116240 |  -67.500000000000000
+55.944125488093391 |  -94.412942634370040 |     3 | W2                         | +46.024837980325273 |  -90.000000000000000
 +0.394104942804660 | +159.330095891254928 |     3 | YD                         | +12.880496942116240 | +157.500000000000000
+22.100897481100404 | +132.224185966487312 |     3 | YB                         | +25.133615388098796 | +135.000000000000000
+72.605943074902058 |  +90.275350279086695 |     3 | Y6                         | +71.480666868188223 |  +90.000000000000000
+32.916893499294616 | +168.467603977521719 |     3 | X7                         | +25.133615388098796 | -180.000000000000000
+81.543947026611022 |  -17.344194238886530 |     3 | ZE                         | +80.558324106672544 |  -22.500000000000000
-70.778552154420069 |  -74.594148681413216 |     3 | RA                         | -66.882199267955457 |  -67.500000000000000
-57.338843418215319 |  -29.704905073435754 |     3 | VA                         | -54.316951040536310 |  -22.500000000000000
-60.813259397398511 |  +37.482409447517512 |     3 | V8                         | -54.316951040536310 |  +22.500000000000000
-19.329041571288137 | +142.338918343755608 |     3 | TF                         | -25.133615388098796 | +135.000000000000000
+77.155669519968711 |  +16.878564600991979 |     3 | Z3                         | +78.170882941598961 |   +0.000000000000000
-37.139453000152109 |  +33.202950754261252 |     3 | TC                         | -46.024837980325273 |  +45.000000000000000
+65.439763742132925 |  -33.575995499130613 |     3 | Z5                         | +66.882199267955457 |  -22.500000000000000
 +8.589525592856617 |  -82.205003661787487 |     3 | WE                         | +12.880496942116240 |  -67.500000000000000
 -7.348814955497417 |  -35.383127263344477 |     3 | RJ                         | -12.880496942116240 |  -22.500000000000000
-41.495401110711242 |   +2.111898177111016 |     3 | V6                         | -46.024837980325273 |   +0.000000000000000
-31.274820358905082 |  -45.707449002930900 |     3 | RF                         | -25.133615388098796 |  -45.000000000000000
 +4.118497508597841 |  +90.214208254435505 |     3 | Y3                         | +25.133615388098796 |  +90.000000000000000
-27.460430230132403 | +152.697155983474886 |     3 | TJ                         | -12.880496942116240 | +157.500000000000000
+59.758974921945054 | -162.471493448809724 |     3 | XA                         | +54.316951040536310 | -157.500000000000000
-40.632946735232913 |  -19.391215442687297 |     3 | VA                         | -54.316951040536310 |  -22.500000000000000
-65.210661413300144 |  -54.548643947941045 |     3 | RA                         | -66.882199267955457 |  -67.500000000000000
+39.600462459092626 |  +64.985213211417317 |     3 | YG                         | +46.024837980325273 |  +45.000000000000000
+20.185464038154379 |  +75.790224980044428 |     3 | YH                         | +12.880496942116240 |  +67.500000000000000
-48.668383512317284 |  -56.988678648696435 |     3 | RG                         | -46.024837980325273 |  -45.000000000000000
+29.068536983756246 | +136.524514691277773 |     3 | YB                         | +25.133615388098796 | +135.000000000000000
 +7.204035637001695 |  -78.228125659606818 |     3 | WE                         | +12.880496942116240 |  -67.500000000000000
-77.480602859529725 |  +75.721258430716802 |     3 | T7                         | -78.170882941598961 |  +90.000000000000000
-81.167088392107459 |  -45.835534864441598 |     3 | VF                         | -78.170882941598961 |  -45.000000000000000
 +5.036652567691590 | +151.960126236189524 |     3 | YD                         | +12.880496942116240 | +157.500000000000000
-67.706678012845614 |  -33.860764091417849 |     3 | V4                         | -66.882199267955457 |  -22.500000000000000
-78.457356979011152 |  -56.660045637027480 |     3 | VF                         | -78.170882941598961 |  -45.000000000000000
+20.160168017008331 |  -79.535538637704590 |     3 | W3                         | +25.133615388098796 |  -90.000000000000000
-47.872364335458464 | -138.346836002246278 |     3 | RC                         | -46.024837980325273 | -135.000000000000000
+12.723118780811845 |  +70.297202125686965 |     3 | YH                         | +12.880496942116240 |  +67.500000000000000
+28.361734562733332 | +161.589967459382649 |     3 | YD                         | +12.880496942116240 | +157.500000000000000
-82.021597925986356 |  +52.990795401852978 |     3 | VD                         | -80.558324106672544 |  +67.500000000000000
+16.558184038513943 |  +31.946259589303736 |     3 | YJ                         | +12.880496942116240 |  +22.500000000000000
+76.326978509545114 | -173.926197586785719 |     3 | X3                         | +78.170882941598961 | -180.000000000000000
+32.406810944206626 | +112.924313892670853 |     3 | YE                         | +12.880496942116240 | +112.500000000000000
 +1.617549038220403 |  -59.772646945148708 |     3 | WE                         | +12.880496942116240 |  -67.500000000000000
+47.969694547468492 | -144.992546772327131 |     3 | WG                         | +46.024837980325273 | -135.000000000000000
 -9.560346555576032 |   +7.182854845501765 |     3 | TD                         | -12.880496942116240 |  +22.500000000000000
+31.990182115180559 | -147.281136468332591 |     3 | WF                         | +25.133615388098796 | -135.000000000000000
-44.901960615626699 |  -32.291437431554783 |     3 | RG                         | -46.024837980325273 |  -45.000000000000000
+20.335595120269744 | +139.305881238270274 |     3 | YB                         | +25.133615388098796 | +135.000000000000000
+19.598582711315970 | -131.953870463423613 |     3 | WF                         | +25.133615388098796 | -135.000000000000000
+79.264438307176505 | +133.842864511977439 |     3 | XB                         | +78.170882941598961 | +135.000000000000000
 +0.448748479678741 | +152.045273446787860 |     3 | YD                         | +12.880496942116240 | +157.500000000000000
